ID,Class
4546,jackhammer
4548,drilling
4550,street_music
4551,jackhammer
4552,jackhammer
4553,air_conditioner
4555,jackhammer
4558,children_playing
4560,children_playing
4564,children_playing
4565,dog_bark
4567,car_horn
4576,siren
4577,street_music
4579,drilling
4580,children_playing
4582,car_horn
4586,children_playing
4587,children_playing
4588,dog_bark
4590,children_playing
4591,children_playing
4593,dog_bark
4594,children_playing
4596,dog_bark
4597,air_conditioner
4600,engine_idling
4603,drilling
4605,air_conditioner
4606,children_playing
4608,jackhammer
4615,engine_idling
4620,car_horn
4621,siren
4624,jackhammer
4626,siren
4627,children_playing
4631,jackhammer
4638,dog_bark
4639,car_horn
4642,siren
4644,drilling
4649,jackhammer
4654,jackhammer
4656,drilling
4660,engine_idling
4664,siren
4670,children_playing
4671,dog_bark
4673,children_playing
4675,jackhammer
4678,children_playing
4681,air_conditioner
4687,children_playing
4689,drilling
4691,dog_bark
4694,children_playing
4696,jackhammer
4699,dog_bark
4700,jackhammer
4701,jackhammer
4706,dog_bark
4709,dog_bark
4710,jackhammer
4711,dog_bark
4712,dog_bark
4713,children_playing
4717,children_playing
4719,jackhammer
4720,engine_idling
4727,children_playing
4731,air_conditioner
4734,children_playing
4738,children_playing
4744,siren
4751,jackhammer
4757,dog_bark
4760,children_playing
4761,siren
4765,children_playing
4768,children_playing
4771,jackhammer
4772,engine_idling
4773,engine_idling
4774,dog_bark
4777,jackhammer
4779,engine_idling
4780,jackhammer
4782,car_horn
4797,dog_bark
4798,children_playing
4802,drilling
4808,siren
4809,engine_idling
4811,dog_bark
4812,children_playing
4813,jackhammer
4814,gun_shot
4815,children_playing
4816,children_playing
4817,children_playing
4818,dog_bark
4819,children_playing
4825,drilling
4831,children_playing
4838,dog_bark
4841,siren
4845,dog_bark
4848,air_conditioner
4849,children_playing
4850,jackhammer
4855,children_playing
4856,dog_bark
4859,engine_idling
4862,drilling
4865,children_playing
4868,car_horn
4869,dog_bark
4871,engine_idling
4872,dog_bark
4874,children_playing
4875,jackhammer
4876,children_playing
4878,children_playing
4882,siren
4885,jackhammer
4891,dog_bark
4892,children_playing
4893,children_playing
4897,engine_idling
4898,children_playing
4901,children_playing
4908,children_playing
4910,children_playing
4915,drilling
4922,children_playing
4929,jackhammer
4930,siren
4932,children_playing
4933,jackhammer
4935,children_playing
4936,children_playing
4939,children_playing
4941,drilling
4944,street_music
4946,air_conditioner
4949,engine_idling
4951,children_playing
4954,dog_bark
4955,jackhammer
4957,air_conditioner
4958,dog_bark
4967,air_conditioner
4969,children_playing
4971,children_playing
4975,jackhammer
4977,drilling
4978,dog_bark
4979,dog_bark
4980,children_playing
4981,air_conditioner
4982,dog_bark
4983,drilling
4987,engine_idling
4995,drilling
4998,air_conditioner
4999,jackhammer
5000,children_playing
5006,dog_bark
5007,siren
5008,siren
5009,children_playing
5012,siren
5014,children_playing
5015,street_music
5016,street_music
5018,jackhammer
5020,jackhammer
5024,jackhammer
5026,jackhammer
5027,jackhammer
5030,air_conditioner
5036,drilling
5039,air_conditioner
5041,dog_bark
5047,children_playing
5048,jackhammer
5050,air_conditioner
5053,drilling
5054,drilling
5056,street_music
5061,air_conditioner
5062,drilling
5066,siren
5070,children_playing
5078,air_conditioner
5079,car_horn
5080,dog_bark
5083,engine_idling
5086,jackhammer
5087,children_playing
5090,jackhammer
5091,siren
5093,children_playing
5097,siren
5098,air_conditioner
5101,children_playing
5102,street_music
5104,jackhammer
5105,children_playing
5108,children_playing
5111,children_playing
5113,engine_idling
5115,drilling
5116,engine_idling
5120,dog_bark
5123,jackhammer
5124,children_playing
5126,dog_bark
5131,gun_shot
5136,dog_bark
5137,jackhammer
5139,air_conditioner
5143,children_playing
5144,children_playing
5145,street_music
5150,drilling
5152,engine_idling
5153,air_conditioner
5155,dog_bark
5156,engine_idling
5160,air_conditioner
5161,air_conditioner
5162,children_playing
5163,dog_bark
5164,jackhammer
5166,dog_bark
5167,children_playing
5168,street_music
5170,children_playing
5179,dog_bark
5182,dog_bark
5184,dog_bark
5185,jackhammer
5187,gun_shot
5192,drilling
5193,children_playing
5194,children_playing
5197,drilling
5203,jackhammer
5204,air_conditioner
5207,siren
5208,jackhammer
5212,jackhammer
5213,jackhammer
5215,jackhammer
5220,children_playing
5222,dog_bark
5224,siren
5229,dog_bark
5230,siren
5231,children_playing
5232,engine_idling
5235,dog_bark
5238,jackhammer
5240,jackhammer
5242,drilling
5245,children_playing
5249,jackhammer
5250,street_music
5252,children_playing
5254,drilling
5256,dog_bark
5258,dog_bark
5260,children_playing
5261,jackhammer
5267,siren
5269,drilling
5273,gun_shot
5274,air_conditioner
5275,air_conditioner
5276,children_playing
5280,children_playing
5282,children_playing
5285,dog_bark
5286,jackhammer
5287,dog_bark
5288,children_playing
5293,gun_shot
5295,children_playing
5296,dog_bark
5298,dog_bark
5300,children_playing
5301,children_playing
5303,engine_idling
5305,jackhammer
5306,air_conditioner
5311,jackhammer
5317,dog_bark
5318,children_playing
5325,drilling
5327,children_playing
5330,air_conditioner
5332,air_conditioner
5334,jackhammer
5335,children_playing
5337,gun_shot
5339,children_playing
5341,siren
5342,children_playing
5346,children_playing
5349,jackhammer
5354,dog_bark
5355,drilling
5358,children_playing
5362,siren
5363,children_playing
5365,car_horn
5366,dog_bark
5367,drilling
5368,jackhammer
5372,siren
5375,children_playing
5377,children_playing
5379,siren
5381,jackhammer
5383,street_music
5386,engine_idling
5387,drilling
5388,siren
5392,dog_bark
5393,children_playing
5396,jackhammer
5399,drilling
5401,siren
5402,street_music
5404,siren
5408,jackhammer
5410,dog_bark
5413,engine_idling
5419,air_conditioner
5420,jackhammer
5421,street_music
5422,street_music
5424,street_music
5425,engine_idling
5428,jackhammer
5430,engine_idling
5431,engine_idling
5434,children_playing
5439,jackhammer
5440,children_playing
5442,children_playing
5443,drilling
5446,children_playing
5449,jackhammer
5450,jackhammer
5451,jackhammer
5453,air_conditioner
5454,jackhammer
5455,car_horn
5457,air_conditioner
5458,children_playing
5462,children_playing
5463,dog_bark
5464,children_playing
5467,siren
5468,jackhammer
5469,engine_idling
5470,jackhammer
5471,street_music
5474,gun_shot
5475,street_music
5478,dog_bark
5479,car_horn
5482,jackhammer
5484,children_playing
5485,children_playing
5490,engine_idling
5491,children_playing
5496,jackhammer
5500,jackhammer
5501,engine_idling
5502,air_conditioner
5506,dog_bark
5510,air_conditioner
5516,dog_bark
5517,dog_bark
5520,dog_bark
5525,children_playing
5527,dog_bark
5529,jackhammer
5531,jackhammer
5532,children_playing
5536,engine_idling
5538,jackhammer
5539,children_playing
5541,car_horn
5549,air_conditioner
5550,children_playing
5551,car_horn
5552,dog_bark
5555,children_playing
5563,drilling
5567,engine_idling
5568,dog_bark
5569,dog_bark
5573,jackhammer
5575,jackhammer
5576,drilling
5578,dog_bark
5579,engine_idling
5580,children_playing
5581,children_playing
5584,drilling
5590,dog_bark
5591,jackhammer
5593,children_playing
5595,children_playing
5596,dog_bark
5602,dog_bark
5603,dog_bark
5604,dog_bark
5606,jackhammer
5608,street_music
5617,dog_bark
5618,engine_idling
5620,jackhammer
5621,jackhammer
5622,air_conditioner
5629,drilling
5630,dog_bark
5632,children_playing
5633,jackhammer
5636,children_playing
5643,street_music
5646,children_playing
5647,car_horn
5648,siren
5651,dog_bark
5656,air_conditioner
5657,children_playing
5665,drilling
5666,jackhammer
5667,siren
5674,jackhammer
5675,children_playing
5677,drilling
5679,siren
5685,air_conditioner
5686,air_conditioner
5688,jackhammer
5693,drilling
5694,dog_bark
5696,gun_shot
5700,siren
5703,dog_bark
5708,dog_bark
5717,drilling
5718,jackhammer
5720,children_playing
5727,car_horn
5728,air_conditioner
5729,engine_idling
5737,children_playing
5738,siren
5743,jackhammer
5747,engine_idling
5748,children_playing
5749,dog_bark
5752,jackhammer
5753,children_playing
5754,children_playing
5756,children_playing
5759,air_conditioner
5766,children_playing
5775,children_playing
5776,car_horn
5777,jackhammer
5779,siren
5781,dog_bark
5782,air_conditioner
5785,engine_idling
5787,air_conditioner
5789,air_conditioner
5792,engine_idling
5793,jackhammer
5794,dog_bark
5795,street_music
5797,children_playing
5798,children_playing
5801,drilling
5803,children_playing
5804,children_playing
5805,dog_bark
5807,dog_bark
5809,engine_idling
5810,engine_idling
5811,children_playing
5812,dog_bark
5814,children_playing
5819,siren
5821,dog_bark
5823,street_music
5828,dog_bark
5830,engine_idling
5831,siren
5834,siren
5836,children_playing
5838,engine_idling
5839,jackhammer
5843,siren
5845,children_playing
5846,air_conditioner
5849,jackhammer
5853,jackhammer
5855,jackhammer
5860,siren
5861,jackhammer
5866,air_conditioner
5868,jackhammer
5872,children_playing
5873,dog_bark
5875,children_playing
5878,children_playing
5880,siren
5883,air_conditioner
5884,children_playing
5885,children_playing
5894,street_music
5895,car_horn
5896,children_playing
5898,dog_bark
5899,dog_bark
5905,dog_bark
5910,jackhammer
5911,children_playing
5913,jackhammer
5916,jackhammer
5919,children_playing
5920,jackhammer
5923,children_playing
5924,dog_bark
5929,jackhammer
5930,air_conditioner
5931,children_playing
5935,children_playing
5938,children_playing
5939,dog_bark
5945,air_conditioner
5946,children_playing
5955,engine_idling
5956,car_horn
5958,jackhammer
5959,jackhammer
5961,street_music
5965,dog_bark
5967,jackhammer
5969,siren
5970,air_conditioner
5971,air_conditioner
5972,children_playing
5973,children_playing
5974,jackhammer
5975,jackhammer
5978,street_music
5979,children_playing
5981,dog_bark
5986,siren
5987,jackhammer
5991,siren
5993,engine_idling
5998,engine_idling
6000,jackhammer
6006,street_music
6008,car_horn
6011,children_playing
6018,drilling
6024,children_playing
6028,children_playing
6032,engine_idling
6036,drilling
6037,children_playing
6038,dog_bark
6039,children_playing
6042,children_playing
6043,jackhammer
6044,children_playing
6045,children_playing
6048,drilling
6052,children_playing
6057,jackhammer
6058,siren
6060,car_horn
6062,siren
6064,engine_idling
6065,drilling
6067,dog_bark
6069,children_playing
6071,air_conditioner
6073,engine_idling
6075,gun_shot
6076,air_conditioner
6078,siren
6084,jackhammer
6090,dog_bark
6093,dog_bark
6097,street_music
6102,siren
6105,drilling
6106,siren
6110,jackhammer
6111,car_horn
6112,air_conditioner
6113,children_playing
6114,engine_idling
6122,dog_bark
6124,engine_idling
6125,street_music
6126,jackhammer
6127,jackhammer
6128,children_playing
6135,children_playing
6143,dog_bark
6146,jackhammer
6147,gun_shot
6148,jackhammer
6150,dog_bark
6155,car_horn
6157,jackhammer
6164,dog_bark
6166,siren
6167,dog_bark
6168,jackhammer
6176,drilling
6178,air_conditioner
6182,jackhammer
6184,jackhammer
6185,siren
6186,dog_bark
6190,siren
6192,dog_bark
6195,jackhammer
6199,siren
6200,street_music
6201,drilling
6202,jackhammer
6203,children_playing
6207,children_playing
6208,dog_bark
6209,siren
6216,dog_bark
6218,drilling
6221,children_playing
6223,jackhammer
6225,children_playing
6226,jackhammer
6228,engine_idling
6231,siren
6233,children_playing
6236,engine_idling
6237,engine_idling
6238,drilling
6240,children_playing
6242,air_conditioner
6246,dog_bark
6250,dog_bark
6251,jackhammer
6252,children_playing
6253,children_playing
6254,dog_bark
6257,children_playing
6261,dog_bark
6264,children_playing
6267,dog_bark
6269,jackhammer
6273,drilling
6275,children_playing
6276,drilling
6277,children_playing
6280,air_conditioner
6281,jackhammer
6285,drilling
6289,drilling
6299,engine_idling
6301,jackhammer
6302,car_horn
6303,dog_bark
6306,jackhammer
6307,dog_bark
6312,drilling
6313,children_playing
6315,drilling
6316,dog_bark
6320,siren
6325,dog_bark
6330,air_conditioner
6334,car_horn
6342,siren
6344,street_music
6349,jackhammer
6350,engine_idling
6352,air_conditioner
6353,children_playing
6356,engine_idling
6360,dog_bark
6361,engine_idling
6362,children_playing
6363,air_conditioner
6365,gun_shot
6368,jackhammer
6369,dog_bark
6373,air_conditioner
6383,children_playing
6384,air_conditioner
6385,street_music
6386,air_conditioner
6388,drilling
6390,drilling
6391,drilling
6396,dog_bark
6397,children_playing
6398,children_playing
6399,car_horn
6400,children_playing
6401,drilling
6405,children_playing
6406,air_conditioner
6407,gun_shot
6410,drilling
6415,jackhammer
6419,engine_idling
6421,siren
6425,siren
6428,children_playing
6429,jackhammer
6430,air_conditioner
6433,children_playing
6438,engine_idling
6439,air_conditioner
6444,engine_idling
6447,children_playing
6458,children_playing
6465,jackhammer
6470,siren
6471,air_conditioner
6472,children_playing
6476,dog_bark
6479,siren
6481,engine_idling
6482,children_playing
6485,children_playing
6488,dog_bark
6489,air_conditioner
6491,engine_idling
6492,air_conditioner
6494,drilling
6495,air_conditioner
6499,drilling
6501,children_playing
6503,dog_bark
6504,children_playing
6513,jackhammer
6514,siren
6519,jackhammer
6525,air_conditioner
6526,engine_idling
6532,jackhammer
6533,jackhammer
6538,car_horn
6539,dog_bark
6540,jackhammer
6541,dog_bark
6545,children_playing
6554,air_conditioner
6561,air_conditioner
6564,drilling
6567,jackhammer
6569,children_playing
6571,siren
6576,children_playing
6577,engine_idling
6578,jackhammer
6581,jackhammer
6582,engine_idling
6584,drilling
6585,children_playing
6586,engine_idling
6587,jackhammer
6588,drilling
6590,children_playing
6591,children_playing
6593,dog_bark
6594,dog_bark
6597,jackhammer
6598,drilling
6601,children_playing
6605,children_playing
6611,jackhammer
6612,children_playing
6613,car_horn
6615,air_conditioner
6617,engine_idling
6622,siren
6624,gun_shot
6625,jackhammer
6627,jackhammer
6632,children_playing
6636,engine_idling
6639,jackhammer
6645,dog_bark
6646,dog_bark
6650,dog_bark
6657,car_horn
6658,jackhammer
6663,children_playing
6666,air_conditioner
6669,jackhammer
6670,air_conditioner
6672,children_playing
6673,jackhammer
6675,drilling
6678,dog_bark
6680,dog_bark
6682,dog_bark
6684,drilling
6685,children_playing
6686,siren
6687,children_playing
6688,jackhammer
6690,children_playing
6695,engine_idling
6697,children_playing
6699,children_playing
6700,children_playing
6701,jackhammer
6702,children_playing
6704,street_music
6705,dog_bark
6706,air_conditioner
6707,engine_idling
6709,gun_shot
6711,dog_bark
6713,air_conditioner
6718,siren
6720,siren
6727,drilling
6733,children_playing
6743,children_playing
6744,siren
6745,jackhammer
6751,jackhammer
6756,children_playing
6758,dog_bark
6761,jackhammer
6762,dog_bark
6766,air_conditioner
6776,children_playing
6780,jackhammer
6784,siren
6785,jackhammer
6787,dog_bark
6788,jackhammer
6789,siren
6794,children_playing
6795,dog_bark
6796,children_playing
6798,siren
6799,jackhammer
6801,dog_bark
6803,engine_idling
6805,children_playing
6806,car_horn
6807,siren
6808,siren
6809,children_playing
6814,siren
6825,children_playing
6827,street_music
6828,dog_bark
6833,dog_bark
6834,dog_bark
6838,children_playing
6842,jackhammer
6843,children_playing
6845,children_playing
6848,car_horn
6849,children_playing
6854,siren
6858,dog_bark
6859,jackhammer
6861,children_playing
6862,siren
6863,children_playing
6867,siren
6868,children_playing
6870,gun_shot
6873,children_playing
6874,drilling
6876,dog_bark
6884,children_playing
6885,dog_bark
6887,dog_bark
6890,jackhammer
6894,engine_idling
6897,dog_bark
6899,children_playing
6904,gun_shot
6905,children_playing
6913,jackhammer
6916,gun_shot
6917,dog_bark
6919,jackhammer
6921,drilling
6924,siren
6927,air_conditioner
6930,dog_bark
6936,children_playing
6940,jackhammer
6941,drilling
6944,car_horn
6950,dog_bark
6951,drilling
6952,siren
6953,engine_idling
6957,dog_bark
6959,drilling
6960,air_conditioner
6962,siren
6964,car_horn
6968,engine_idling
6972,dog_bark
6978,jackhammer
6980,children_playing
6983,children_playing
6987,drilling
6988,siren
6989,children_playing
6994,children_playing
6995,siren
6996,engine_idling
6997,dog_bark
7011,dog_bark
7021,jackhammer
7023,jackhammer
7024,dog_bark
7033,air_conditioner
7034,jackhammer
7037,dog_bark
7038,children_playing
7043,children_playing
7044,street_music
7045,siren
7047,siren
7050,jackhammer
7056,engine_idling
7058,air_conditioner
7071,children_playing
7080,street_music
7089,children_playing
7090,children_playing
7092,children_playing
7093,dog_bark
7097,engine_idling
7098,engine_idling
7099,siren
7101,dog_bark
7102,engine_idling
7103,dog_bark
7104,siren
7106,siren
7117,dog_bark
7119,dog_bark
7120,children_playing
7122,air_conditioner
7123,children_playing
7125,children_playing
7127,siren
7128,dog_bark
7130,children_playing
7132,jackhammer
7134,jackhammer
7135,drilling
7139,siren
7146,jackhammer
7147,children_playing
7152,engine_idling
7158,children_playing
7160,car_horn
7164,jackhammer
7165,engine_idling
7166,engine_idling
7167,jackhammer
7168,siren
7173,children_playing
7181,drilling
7182,car_horn
7183,air_conditioner
7184,children_playing
7186,dog_bark
7188,jackhammer
7189,engine_idling
7192,air_conditioner
7193,jackhammer
7199,jackhammer
7208,street_music
7209,dog_bark
7210,children_playing
7214,engine_idling
7219,jackhammer
7220,jackhammer
7225,children_playing
7229,dog_bark
7230,dog_bark
7234,dog_bark
7236,siren
7237,dog_bark
7238,children_playing
7239,children_playing
7243,gun_shot
7246,air_conditioner
7248,engine_idling
7254,dog_bark
7255,children_playing
7261,children_playing
7266,children_playing
7267,engine_idling
7268,children_playing
7270,jackhammer
7271,children_playing
7273,air_conditioner
7276,siren
7281,children_playing
7282,jackhammer
7283,drilling
7286,children_playing
7288,children_playing
7289,children_playing
7290,engine_idling
7291,jackhammer
7293,dog_bark
7295,air_conditioner
7296,drilling
7299,street_music
7300,engine_idling
7301,air_conditioner
7303,children_playing
7304,jackhammer
7306,children_playing
7308,jackhammer
7310,jackhammer
7312,dog_bark
7314,children_playing
7317,drilling
7318,street_music
7324,drilling
7325,children_playing
7327,children_playing
7334,street_music
7335,jackhammer
7339,air_conditioner
7341,jackhammer
7342,dog_bark
7348,street_music
7350,dog_bark
7351,car_horn
7353,engine_idling
7355,children_playing
7356,children_playing
7357,dog_bark
7363,engine_idling
7365,dog_bark
7368,jackhammer
7371,jackhammer
7373,air_conditioner
7390,dog_bark
7391,dog_bark
7393,air_conditioner
7394,dog_bark
7395,air_conditioner
7396,siren
7397,children_playing
7402,children_playing
7406,dog_bark
7407,gun_shot
7411,dog_bark
7413,jackhammer
7415,children_playing
7416,drilling
7420,children_playing
7421,children_playing
7422,children_playing
7427,dog_bark
7428,dog_bark
7433,children_playing
7434,jackhammer
7435,children_playing
7438,siren
7440,air_conditioner
7441,drilling
7442,car_horn
7444,drilling
7445,dog_bark
7453,children_playing
7454,drilling
7461,children_playing
7464,engine_idling
7466,drilling
7470,drilling
7473,children_playing
7474,children_playing
7477,air_conditioner
7480,jackhammer
7481,jackhammer
7484,dog_bark
7485,children_playing
7486,siren
7487,children_playing
7489,engine_idling
7491,drilling
7492,car_horn
7496,jackhammer
7498,children_playing
7502,siren
7511,children_playing
7512,children_playing
7514,siren
7515,air_conditioner
7517,dog_bark
7526,children_playing
7527,air_conditioner
7533,dog_bark
7534,engine_idling
7535,dog_bark
7536,engine_idling
7537,siren
7540,jackhammer
7544,children_playing
7545,children_playing
7546,children_playing
7549,dog_bark
7551,jackhammer
7554,children_playing
7555,siren
7557,dog_bark
7559,drilling
7562,siren
7564,children_playing
7571,drilling
7572,children_playing
7575,jackhammer
7583,children_playing
7587,engine_idling
7588,car_horn
7590,jackhammer
7591,dog_bark
7594,dog_bark
7603,jackhammer
7605,car_horn
7606,children_playing
7608,engine_idling
7615,jackhammer
7616,car_horn
7621,car_horn
7624,children_playing
7627,siren
7628,children_playing
7630,engine_idling
7632,children_playing
7635,air_conditioner
7637,children_playing
7640,engine_idling
7643,children_playing
7647,drilling
7649,jackhammer
7652,engine_idling
7654,siren
7658,engine_idling
7659,dog_bark
7660,street_music
7661,engine_idling
7662,jackhammer
7663,dog_bark
7666,dog_bark
7667,air_conditioner
7668,air_conditioner
7670,dog_bark
7676,children_playing
7678,dog_bark
7684,siren
7691,engine_idling
7692,air_conditioner
7693,jackhammer
7695,dog_bark
7698,drilling
7701,dog_bark
7703,jackhammer
7704,dog_bark
7708,air_conditioner
7709,air_conditioner
7714,engine_idling
7716,dog_bark
7717,air_conditioner
7719,children_playing
7722,children_playing
7728,children_playing
7731,car_horn
7732,dog_bark
7737,children_playing
7741,jackhammer
7746,jackhammer
7749,jackhammer
7752,dog_bark
7753,children_playing
7755,jackhammer
7757,jackhammer
7758,street_music
7760,siren
7763,jackhammer
7764,car_horn
7767,jackhammer
7771,jackhammer
7772,gun_shot
7773,dog_bark
7774,air_conditioner
7778,dog_bark
7781,children_playing
7782,air_conditioner
7786,air_conditioner
7789,dog_bark
7790,drilling
7793,siren
7794,engine_idling
7797,street_music
7798,children_playing
7799,dog_bark
7801,drilling
7803,children_playing
7805,children_playing
7808,siren
7809,children_playing
7811,children_playing
7812,dog_bark
7815,jackhammer
7816,siren
7820,children_playing
7823,children_playing
7832,children_playing
7834,jackhammer
7840,dog_bark
7841,engine_idling
7847,children_playing
7848,siren
7849,car_horn
7851,children_playing
7852,jackhammer
7857,children_playing
7859,children_playing
7863,siren
7864,siren
7866,car_horn
7877,street_music
7878,engine_idling
7884,dog_bark
7885,drilling
7886,dog_bark
7887,children_playing
7888,engine_idling
7889,air_conditioner
7894,street_music
7895,engine_idling
7902,jackhammer
7903,jackhammer
7905,children_playing
7906,children_playing
7907,jackhammer
7912,children_playing
7913,children_playing
7915,dog_bark
7921,children_playing
7923,jackhammer
7924,children_playing
7925,siren
7926,children_playing
7934,street_music
7937,jackhammer
7940,dog_bark
7945,children_playing
7947,street_music
7948,street_music
7950,car_horn
7953,dog_bark
7957,jackhammer
7958,children_playing
7960,dog_bark
7962,jackhammer
7967,dog_bark
7968,children_playing
7971,dog_bark
7972,children_playing
7973,children_playing
7974,car_horn
7983,jackhammer
7984,jackhammer
7986,jackhammer
7987,children_playing
7991,children_playing
8001,jackhammer
8003,jackhammer
8005,jackhammer
8006,air_conditioner
8007,engine_idling
8010,street_music
8011,children_playing
8015,siren
8017,drilling
8018,engine_idling
8019,children_playing
8023,children_playing
8026,jackhammer
8030,jackhammer
8031,drilling
8038,children_playing
8039,jackhammer
8040,children_playing
8041,engine_idling
8044,jackhammer
8045,jackhammer
8051,drilling
8054,jackhammer
8056,dog_bark
8059,jackhammer
8063,drilling
8065,jackhammer
8066,engine_idling
8070,dog_bark
8082,children_playing
8083,gun_shot
8087,children_playing
8089,engine_idling
8091,children_playing
8094,dog_bark
8096,air_conditioner
8098,children_playing
8102,children_playing
8107,children_playing
8109,children_playing
8112,dog_bark
8113,children_playing
8115,jackhammer
8116,jackhammer
8117,children_playing
8120,children_playing
8121,children_playing
8123,air_conditioner
8124,jackhammer
8126,air_conditioner
8129,car_horn
8132,drilling
8134,siren
8136,children_playing
8138,gun_shot
8139,air_conditioner
8141,children_playing
8147,street_music
8149,air_conditioner
8153,dog_bark
8157,children_playing
8158,children_playing
8159,jackhammer
8160,air_conditioner
8162,children_playing
8163,siren
8164,children_playing
8165,children_playing
8169,engine_idling
8170,engine_idling
8175,children_playing
8178,children_playing
8179,street_music
8186,children_playing
8196,siren
8197,children_playing
8198,jackhammer
8203,jackhammer
8204,jackhammer
8206,children_playing
8207,air_conditioner
8209,drilling
8212,engine_idling
8214,engine_idling
8218,dog_bark
8222,drilling
8223,car_horn
8224,children_playing
8225,air_conditioner
8226,jackhammer
8230,jackhammer
8235,children_playing
8237,jackhammer
8240,air_conditioner
8242,drilling
8245,drilling
8248,drilling
8250,children_playing
8254,children_playing
8255,dog_bark
8256,children_playing
8267,children_playing
8269,air_conditioner
8273,jackhammer
8275,jackhammer
8276,dog_bark
8278,engine_idling
8281,street_music
8284,jackhammer
8286,dog_bark
8288,children_playing
8290,drilling
8291,drilling
8292,jackhammer
8295,air_conditioner
8298,children_playing
8301,air_conditioner
8303,jackhammer
8304,siren
8309,children_playing
8312,jackhammer
8316,air_conditioner
8319,dog_bark
8320,car_horn
8321,children_playing
8326,children_playing
8328,children_playing
8329,dog_bark
8331,dog_bark
8336,children_playing
8339,siren
8340,drilling
8341,dog_bark
8342,children_playing
8343,engine_idling
8348,dog_bark
8349,dog_bark
8350,dog_bark
8355,children_playing
8358,air_conditioner
8359,children_playing
8362,siren
8363,dog_bark
8367,children_playing
8371,air_conditioner
8372,children_playing
8373,children_playing
8374,car_horn
8375,air_conditioner
8376,air_conditioner
8379,air_conditioner
8383,dog_bark
8385,jackhammer
8388,siren
8389,dog_bark
8390,dog_bark
8394,dog_bark
8398,engine_idling
8400,children_playing
8402,children_playing
8404,air_conditioner
8405,air_conditioner
8408,engine_idling
8413,dog_bark
8414,children_playing
8415,dog_bark
8418,drilling
8423,jackhammer
8426,dog_bark
8433,children_playing
8436,children_playing
8439,children_playing
8451,gun_shot
8452,dog_bark
8454,children_playing
8455,children_playing
8456,drilling
8461,engine_idling
8463,dog_bark
8468,children_playing
8478,engine_idling
8480,engine_idling
8481,children_playing
8487,children_playing
8488,children_playing
8489,children_playing
8490,air_conditioner
8494,drilling
8495,air_conditioner
8497,jackhammer
8504,dog_bark
8505,street_music
8506,children_playing
8509,siren
8516,siren
8517,street_music
8521,siren
8525,engine_idling
8528,dog_bark
8529,dog_bark
8530,car_horn
8532,siren
8533,air_conditioner
8537,drilling
8541,jackhammer
8545,engine_idling
8548,siren
8549,engine_idling
8550,drilling
8551,air_conditioner
8554,children_playing
8555,jackhammer
8556,jackhammer
8557,jackhammer
8559,children_playing
8561,children_playing
8563,dog_bark
8566,street_music
8567,air_conditioner
8572,siren
8573,air_conditioner
8574,engine_idling
8576,dog_bark
8577,children_playing
8583,engine_idling
8585,children_playing
8591,drilling
8592,children_playing
8593,air_conditioner
8600,air_conditioner
8601,siren
8602,children_playing
8606,children_playing
8608,jackhammer
8619,dog_bark
8622,children_playing
8623,children_playing
8629,jackhammer
8631,dog_bark
8633,jackhammer
8634,street_music
8638,siren
8642,drilling
8645,children_playing
8647,jackhammer
8648,car_horn
8652,dog_bark
8655,air_conditioner
8661,drilling
8662,dog_bark
8668,children_playing
8669,dog_bark
8671,air_conditioner
8672,air_conditioner
8674,dog_bark
8680,air_conditioner
8683,engine_idling
8686,air_conditioner
8687,dog_bark
8688,engine_idling
8689,children_playing
8692,dog_bark
8696,children_playing
8697,dog_bark
8698,children_playing
8700,children_playing
8702,drilling
8708,drilling
8718,children_playing
8719,jackhammer
8730,siren
8731,siren
